Frame Number,Time Offset,Source,Destination,RSSI (dBm),Protocol Name,Description,"This data was collected by rotating the laptop so that the keyboard faced down the hall. Otherwise, the original position was unaltered."
139,7.9111076,10.231.231.191,clientservices.googleapis.com,,TCP,"TCP:[Keep alive]Flags=...A...., SrcPort=3252, DstPort=HTTPS(443), PayloadLen=1, Seq=1979986220 - 1979986221, Ack=29143929, Win=67 (scale factor 0x8) = 17152","{TCP:4, IPv4:3}"
140,7.9167638,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
141,7.9205374,clientservices.googleapis.com,10.231.231.191,237 (0xED),TCP,"TCP:[Keep alive ack]Flags=...A...., SrcPort=HTTPS(443), DstPort=3252, PayloadLen=0, Seq=29143929, Ack=1979986221, Win=172 (scale factor 0x8) = 44032","{TCP:4, IPv4:3}"
142,8.0190614,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
143,8.0728398,[9801A7 951843],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = BroadCast SSID, Channel = 4",
144,8.1111744,[9801A7 951843],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = BroadCast SSID, Channel = 4",
145,8.1251617,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
146,8.1564703,[9801A7 951843],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = BroadCast SSID, Channel = 5",
147,8.1939499,[9801A7 951843],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = BroadCast SSID, Channel = 5",
148,8.1967455,[3A83C5 1D673F],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = HavaLatte, Channel = 4",
149,8.2072859,[3A83C5 1D673F],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 4",
150,8.2104984,[3A83C5 1D673F],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = Trooper2, Channel = 4",
151,8.2111827,[3A83C5 1D673F],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = eduroam, Channel = 4",
152,8.2120885,[3A83C5 1D673F],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = xfinitywifi, Channel = 4",
153,8.2136862,[3A83C5 1D673F],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = Northgate Juice Joint Guest, Channel = 4",
154,8.2144953,[3A83C5 1D673F],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = HomeBoyEugene, Channel = 4",
155,8.2150230,[3A83C5 1D673F],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = attwifi, Channel = 4",
156,8.2157971,[3A83C5 1D673F],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = DunnBros, Channel = 4",
157,8.2164638,[3A83C5 1D673F],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = HOME-86D8, Channel = 4",
158,8.2171921,[3A83C5 1D673F],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = Shinola Guest, Channel = 4",
159,8.2179371,[3A83C5 1D673F],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = The Retreat (Secure), Channel = 4",
160,8.2186893,[3A83C5 1D673F],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = WOCS Clubhouse, Channel = 4",
161,8.2193954,[3A83C5 1D673F],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = CPC Guest, Channel = 4",
162,8.2200480,[3A83C5 1D673F],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = Lupa's Coffee, Channel = 4",
163,8.2207878,[3A83C5 1D673F],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = HavaLatte, Channel = 4",
164,8.2239217,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
165,8.2359084,[3A83C5 1D673F],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = DunnBros, Channel = 5",
166,8.2366671,[3A83C5 1D673F],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = HOME-86D8, Channel = 5",
167,8.2403128,[3A83C5 1D673F],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = Lupa's Coffee, Channel = 5",
168,8.2547175,[3A83C5 1D673F],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = Northgate Juice Joint Guest, Channel = 5",
169,8.2554095,[3A83C5 1D673F],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = HomeBoyEugene, Channel = 5",
170,8.2560715,[3A83C5 1D673F],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = attwifi, Channel = 5",
171,8.2584146,[3A83C5 1D673F],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = Shinola Guest, Channel = 5",
172,8.2599088,[3A83C5 1D673F],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = WOCS Clubhouse, Channel = 5",
173,8.2606093,[3A83C5 1D673F],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = CPC Guest, Channel = 5",
174,8.2613368,[3A83C5 1D673F],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = Lupa's Coffee, Channel = 5",
175,8.2716394,[3A83C5 1D673F],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
176,8.2723117,[3A83C5 1D673F],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = Trooper2, Channel = 6",
177,8.2733149,[3A83C5 1D673F],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = eduroam, Channel = 6",
178,8.2747369,[3A83C5 1D673F],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = xfinitywifi, Channel = 6",
179,8.2765861,[3A83C5 1D673F],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = Northgate Free Wi-Fi, Channel = 6",
180,8.2774341,[3A83C5 1D673F],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = Northgate Juice Joint Guest, Channel = 6",
181,8.2783044,[9801A7 951843],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = BroadCast SSID, Channel = 6",
182,8.2811658,[3A83C5 1D673F],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = HomeBoyEugene, Channel = 6",
183,8.2841474,[3A83C5 1D673F],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = attwifi, Channel = 6",
184,8.2917828,[3A83C5 1D673F],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = DunnBros, Channel = 6",
185,8.2924739,[3A83C5 1D673F],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = HOME-86D8, Channel = 6",
186,8.2931654,[3A83C5 1D673F],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = Shinola Guest, Channel = 6",
187,8.2939454,[3A83C5 1D673F],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = The Retreat (Secure), Channel = 6",
188,8.2947238,[3A83C5 1D673F],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = WOCS Clubhouse, Channel = 6",
189,8.2954076,[3A83C5 1D673F],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = CPC Guest, Channel = 6",
190,8.2960713,[3A83C5 1D673F],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = Lupa's Coffee, Channel = 6",
191,8.2967252,[3A83C5 1D673F],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = HavaLatte, Channel = 6",
192,8.2975155,[3A83C5 1D673F],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
193,8.2981057,[3A83C5 1D673F],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = Trooper2, Channel = 6",
194,8.2991218,[3A83C5 1D673F],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = eduroam, Channel = 6",
195,8.3007464,[3A83C5 1D673F],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = xfinitywifi, Channel = 6",
196,8.3015277,[3A83C5 1D673F],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = Northgate Free Wi-Fi, Channel = 6",
197,8.3022941,[3A83C5 1D673F],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = Northgate Juice Joint Guest, Channel = 6",
198,8.3030771,[3A83C5 1D673F],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = HomeBoyEugene, Channel = 6",
199,8.3037238,[3A83C5 1D673F],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = attwifi, Channel = 6",
200,8.3044204,[3A83C5 1D673F],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = DunnBros, Channel = 6",
201,8.3051645,[3A83C5 1D673F],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = HOME-86D8, Channel = 6",
202,8.3058984,[3A83C5 1D673F],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = Shinola Guest, Channel = 6",
203,8.3066305,[3A83C5 1D673F],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = The Retreat (Secure), Channel = 6",
204,8.3075872,[3A83C5 1D673F],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = WOCS Clubhouse, Channel = 6",
205,8.3091503,[3A83C5 1D673F],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = Lupa's Coffee, Channel = 6",
206,8.3097742,[3A83C5 1D673F],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = HavaLatte, Channel = 6",
207,8.3132891,[3A83C5 1D673F],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 7",
208,8.3139819,[3A83C5 1D673F],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = Trooper2, Channel = 7",
209,8.3145682,[3A83C5 1D673F],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = eduroam, Channel = 7",
210,8.3153034,[3A83C5 1D673F],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = xfinitywifi, Channel = 7",
211,8.3160898,[3A83C5 1D673F],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = Northgate Free Wi-Fi, Channel = 7",
212,8.3169840,[3A83C5 1D673F],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = Northgate Juice Joint Guest, Channel = 7",
213,8.3177072,[3A83C5 1D673F],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = HomeBoyEugene, Channel = 7",
214,8.3183628,[3A83C5 1D673F],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = attwifi, Channel = 7",
215,8.3191732,[3A83C5 1D673F],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = DunnBros, Channel = 7",
216,8.3198570,[3A83C5 1D673F],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = HOME-86D8, Channel = 7",
217,8.3205627,[3A83C5 1D673F],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = Shinola Guest, Channel = 7",
218,8.3213312,[3A83C5 1D673F],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = The Retreat (Secure), Channel = 7",
219,8.3220586,[3A83C5 1D673F],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = WOCS Clubhouse, Channel = 7",
220,8.3227762,[3A83C5 1D673F],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = CPC Guest, Channel = 7",
221,8.3234288,[3A83C5 1D673F],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = Lupa's Coffee, Channel = 7",
222,8.3241746,[3A83C5 1D673F],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = HavaLatte, Channel = 7",
223,8.3263091,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
224,8.3334329,[3A83C5 1D673F],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 7",
225,8.3341078,[3A83C5 1D673F],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = Trooper2, Channel = 7",
226,8.3349378,[3A83C5 1D673F],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = eduroam, Channel = 7",
227,8.3357440,[3A83C5 1D673F],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = xfinitywifi, Channel = 7",
228,8.3365176,[3A83C5 1D673F],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = Northgate Free Wi-Fi, Channel = 7",
229,8.3373511,[3A83C5 1D673F],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = Northgate Juice Joint Guest, Channel = 7",
230,8.3379973,[3A83C5 1D673F],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = HomeBoyEugene, Channel = 7",
231,8.3387393,[3A83C5 1D673F],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = attwifi, Channel = 7",
232,8.3396267,[3A83C5 1D673F],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = DunnBros, Channel = 7",
233,8.3402972,[3A83C5 1D673F],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = HOME-86D8, Channel = 7",
234,8.3410430,[3A83C5 1D673F],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = Shinola Guest, Channel = 7",
235,8.3418047,[3A83C5 1D673F],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = The Retreat (Secure), Channel = 7",
236,8.3425732,[3A83C5 1D673F],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = WOCS Clubhouse, Channel = 7",
237,8.3431899,[3A83C5 1D673F],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = CPC Guest, Channel = 7",
238,8.3439079,[3A83C5 1D673F],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = Lupa's Coffee, Channel = 7",
239,8.3445990,[3A83C5 1D673F],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = HavaLatte, Channel = 7",
240,8.3460150,[9801A7 951843],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = BroadCast SSID, Channel = 7",
241,8.3556894,[3A83C5 1D673F],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 8",
242,8.3564232,[3A83C5 1D673F],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = Trooper2, Channel = 8",
243,8.3571015,[3A83C5 1D673F],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = eduroam, Channel = 8",
244,8.3577566,[3A83C5 1D673F],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = xfinitywifi, Channel = 8",
245,8.3585871,[3A83C5 1D673F],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = Northgate Free Wi-Fi, Channel = 8",
246,8.3593958,[3A83C5 1D673F],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = Northgate Juice Joint Guest, Channel = 8",
247,8.3600762,[3A83C5 1D673F],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = HomeBoyEugene, Channel = 8",
248,8.3608165,[3A83C5 1D673F],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = attwifi, Channel = 8",
249,8.3614837,[3A83C5 1D673F],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = DunnBros, Channel = 8",
250,8.3621730,[3A83C5 1D673F],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = HOME-86D8, Channel = 8",
251,8.3629869,[3A83C5 1D673F],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = Shinola Guest, Channel = 8",
252,8.3637519,[3A83C5 1D673F],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = The Retreat (Secure), Channel = 8",
253,8.3645474,[3A83C5 1D673F],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = WOCS Clubhouse, Channel = 8",
254,8.3652688,[3A83C5 1D673F],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = CPC Guest, Channel = 8",
255,8.3660454,[3A83C5 1D673F],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = Lupa's Coffee, Channel = 8",
256,8.3667207,[3A83C5 1D673F],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = HavaLatte, Channel = 8",
257,8.3764653,[3A83C5 1D673F],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 8",
258,8.3772132,[3A83C5 1D673F],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = Trooper2, Channel = 8",
259,8.3779569,[3A83C5 1D673F],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = eduroam, Channel = 8",
260,8.3786566,[3A83C5 1D673F],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = xfinitywifi, Channel = 8",
261,8.3795328,[3A83C5 1D673F],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = Northgate Free Wi-Fi, Channel = 8",
262,8.3804228,[3A83C5 1D673F],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = Northgate Juice Joint Guest, Channel = 8",
263,8.3810873,[3A83C5 1D673F],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = HomeBoyEugene, Channel = 8",
264,8.3817973,[3A83C5 1D673F],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = attwifi, Channel = 8",
265,8.3824960,[3A83C5 1D673F],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = DunnBros, Channel = 8",
266,8.3832466,[3A83C5 1D673F],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = HOME-86D8, Channel = 8",
267,8.3840219,[3A83C5 1D673F],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = Shinola Guest, Channel = 8",
268,8.3849456,[3A83C5 1D673F],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = The Retreat (Secure), Channel = 8",
269,8.3912386,[9801A7 951843],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = BroadCast SSID, Channel = 7",
270,8.4660153,[9801A7 951843],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = BroadCast SSID, Channel = 8",
271,8.5311009,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
272,8.6333737,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
273,8.7358436,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
