Frame Number,Time Offset,Source,Destination,RSSI (dBm),Protocol Name,Description,"This data was collected in front of Room 164, in the middle of the hallway on the floor with the screen of the laptop facing toward the main entrance of Weisenbaker"
267,22.5055935,10.231.231.191,128.194.254.1,,DNS,"DNS:QueryId = 0x171F, QUERY (Standard query), Query  for drive.google.com of type Host Addr on class Internet","{DNS:11, UDP:10, IPv4:32}"
268,22.5056358,10.231.231.191,128.194.254.1,,DNS,"DNS:QueryId = 0xAF1A, QUERY (Standard query), Query  for ssl.gstatic.com of type Host Addr on class Internet","{DNS:13, UDP:12, IPv4:32}"
269,22.5102767,128.194.254.1,10.231.231.191,211 (0xD3),DNS,"DNS:QueryId = 0xB8E, QUERY (Standard query), Response - Success, 172.217.9.142 ","{DNS:7, UDP:6, IPv4:32}"
270,22.5104837,128.194.254.1,10.231.231.191,211 (0xD3),DNS,"DNS:QueryId = 0x9D53, QUERY (Standard query), Response - Success, 49, 0 ","{DNS:9, UDP:8, IPv4:32}"
271,22.5107706,128.194.254.1,10.231.231.191,211 (0xD3),DNS,"DNS:QueryId = 0x171F, QUERY (Standard query), Response - Success, 172.217.6.174 ","{DNS:11, UDP:10, IPv4:32}"
272,22.5107706,128.194.254.1,10.231.231.191,211 (0xD3),DNS,"DNS:QueryId = 0xAF1A, QUERY (Standard query), Response - Success, 172.217.9.131 ","{DNS:13, UDP:12, IPv4:32}"
273,22.5130894,10.231.231.191,docs.google.com,,UDP,"UDP:SrcPort = 62281, DstPort = HTTPS(443), Length = 1358","{UDP:14, IPv4:42}"
274,22.5153282,10.231.231.191,ssl.gstatic.com,,UDP,"UDP:SrcPort = 62282, DstPort = HTTPS(443), Length = 1358","{UDP:15, IPv4:3}"
275,22.5293407,10.231.231.191,docs.google.com,,UDP,"UDP:SrcPort = 62281, DstPort = HTTPS(443), Length = 1358","{UDP:14, IPv4:42}"
276,22.5312942,docs.google.com,10.231.231.191,211 (0xD3),UDP,"UDP:SrcPort = HTTPS(443), DstPort = 62281, Length = 1358","{UDP:14, IPv4:42}"
277,22.5315495,docs.google.com,10.231.231.191,211 (0xD3),UDP,"UDP:SrcPort = HTTPS(443), DstPort = 62281, Length = 39","{UDP:14, IPv4:42}"
278,22.5316813,10.231.231.191,docs.google.com,,UDP,"UDP:SrcPort = 62281, DstPort = HTTPS(443), Length = 47","{UDP:14, IPv4:42}"
279,22.5317672,10.231.231.191,docs.google.com,,UDP,"UDP:SrcPort = 62281, DstPort = HTTPS(443), Length = 46","{UDP:14, IPv4:42}"
280,22.5349515,[6C4008 0E06D3],[*BROADCAST],211 (0xD3),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 211 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
281,22.5353180,ssl.gstatic.com,10.231.231.191,211 (0xD3),UDP,"UDP:SrcPort = HTTPS(443), DstPort = 62282, Length = 1358","{UDP:15, IPv4:3}"
282,22.5355721,ssl.gstatic.com,10.231.231.191,211 (0xD3),UDP,"UDP:SrcPort = HTTPS(443), DstPort = 62282, Length = 39","{UDP:15, IPv4:3}"
283,22.5359249,10.231.231.191,ssl.gstatic.com,,UDP,"UDP:SrcPort = 62282, DstPort = HTTPS(443), Length = 47","{UDP:15, IPv4:3}"
284,22.5360771,10.231.231.191,ssl.gstatic.com,,UDP,"UDP:SrcPort = 62282, DstPort = HTTPS(443), Length = 46","{UDP:15, IPv4:3}"
285,22.5406821,docs.google.com,10.231.231.191,211 (0xD3),UDP,"UDP:SrcPort = HTTPS(443), DstPort = 62281, Length = 38","{UDP:14, IPv4:42}"
286,22.5713544,ssl.gstatic.com,10.231.231.191,211 (0xD3),UDP,"UDP:SrcPort = HTTPS(443), DstPort = 62282, Length = 38","{UDP:15, IPv4:3}"
287,22.5880560,[24DEC6 11EF61],[*BROADCAST],211 (0xD3),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 211 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
288,22.6377546,[6C4008 0E06D3],[*BROADCAST],211 (0xD3),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 211 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 4",
289,22.6602026,[6C4008 0E06D3],[*BROADCAST],211 (0xD3),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 211 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 5",
290,22.6826716,[6C4008 0E06D3],[*BROADCAST],211 (0xD3),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 211 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 7",
291,22.6905533,[24DEC6 11EF61],[*BROADCAST],211 (0xD3),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 211 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
292,22.7635886,[6C4008 0E06D3],[*BROADCAST],211 (0xD3),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 211 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 8",
293,22.7929595,[24DEC6 11EF61],[*BROADCAST],211 (0xD3),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 211 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
294,22.8066748,10.231.231.191,239.255.255.250,,SSDP,"SSDP:Request, M-SEARCH * ","{HTTP:6, UDP:5, IPv4:27}"
295,22.8953973,[24DEC6 11EF61],[*BROADCAST],211 (0xD3),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 211 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
296,22.9228874,10.231.231.191,ssl.gstatic.com,,UDP,"UDP:SrcPort = 62282, DstPort = HTTPS(443), Length = 450","{UDP:15, IPv4:3}"
297,22.9400291,ssl.gstatic.com,10.231.231.191,211 (0xD3),UDP,"UDP:SrcPort = HTTPS(443), DstPort = 62282, Length = 371","{UDP:15, IPv4:3}"
298,22.9402720,ssl.gstatic.com,10.231.231.191,211 (0xD3),UDP,"UDP:SrcPort = HTTPS(443), DstPort = 62282, Length = 26","{UDP:15, IPv4:3}"
299,22.9404875,10.231.231.191,ssl.gstatic.com,,UDP,"UDP:SrcPort = 62282, DstPort = HTTPS(443), Length = 49","{UDP:15, IPv4:3}"
300,22.9730427,[E48B7F D7773B],[*BROADCAST],211 (0xD3),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 211 dBm, Rate = Unknown, SSID = BroadCast SSID, Channel = 6",
301,22.9952406,[E48B7F D7773B],[*BROADCAST],211 (0xD3),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 211 dBm, Rate = Unknown, SSID = BroadCast SSID, Channel = 7",
302,23.0001133,[24DEC6 11EF61],[*BROADCAST],211 (0xD3),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 211 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
303,23.0175817,[E48B7F D7773B],[*BROADCAST],211 (0xD3),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 211 dBm, Rate = Unknown, SSID = BroadCast SSID, Channel = 8",
304,23.1001191,[24DEC6 11EF61],[*BROADCAST],211 (0xD3),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 211 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
305,23.1744142,[E48B7F D7773B],[*BROADCAST],211 (0xD3),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 211 dBm, Rate = Unknown, SSID = BroadCast SSID, Channel = 4",
306,23.1972938,[E48B7F D7773B],[*BROADCAST],211 (0xD3),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 211 dBm, Rate = Unknown, SSID = BroadCast SSID, Channel = 5",
307,23.2025543,[24DEC6 11EF61],[*BROADCAST],211 (0xD3),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 211 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
308,23.3049259,[24DEC6 11EF61],[*BROADCAST],211 (0xD3),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 211 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
309,23.3649519,10.231.231.191,ssl.gstatic.com,,UDP,"UDP:SrcPort = 62282, DstPort = HTTPS(443), Length = 146","{UDP:15, IPv4:3}"
310,23.3857257,ssl.gstatic.com,10.231.231.191,211 (0xD3),UDP,"UDP:SrcPort = HTTPS(443), DstPort = 62282, Length = 111","{UDP:15, IPv4:3}"
311,23.3859327,ssl.gstatic.com,10.231.231.191,211 (0xD3),UDP,"UDP:SrcPort = HTTPS(443), DstPort = 62282, Length = 26","{UDP:15, IPv4:3}"
312,23.3863697,10.231.231.191,ssl.gstatic.com,,UDP,"UDP:SrcPort = 62282, DstPort = HTTPS(443), Length = 46","{UDP:15, IPv4:3}"
313,23.4073847,[24DEC6 11EF61],[*BROADCAST],211 (0xD3),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 211 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
314,23.5097622,[24DEC6 11EF61],[*BROADCAST],211 (0xD3),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 211 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
315,23.6121548,[24DEC6 11EF61],[*BROADCAST],211 (0xD3),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 211 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
316,23.7146392,[24DEC6 11EF61],[*BROADCAST],211 (0xD3),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 211 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
317,23.8077965,10.231.231.191,239.255.255.250,,SSDP,"SSDP:Request, M-SEARCH * ","{HTTP:6, UDP:5, IPv4:27}"
318,23.9194260,[24DEC6 11EF61],[*BROADCAST],211 (0xD3),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 211 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
319,24.0218629,[24DEC6 11EF61],[*BROADCAST],211 (0xD3),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 211 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
320,24.1242007,[24DEC6 11EF61],[*BROADCAST],211 (0xD3),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 211 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
321,24.2266296,[24DEC6 11EF61],[*BROADCAST],211 (0xD3),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 211 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
322,24.3290110,[24DEC6 11EF61],[*BROADCAST],211 (0xD3),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 211 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
323,24.4313141,[24DEC6 11EF61],[*BROADCAST],211 (0xD3),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 211 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
324,24.5339521,[24DEC6 11EF61],[*BROADCAST],211 (0xD3),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 211 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
325,24.5789183,[60D819 7F1AF1],[*BROADCAST],211 (0xD3),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 211 dBm, Rate = Unknown, SSID = BroadCast SSID",
326,24.6362061,[24DEC6 11EF61],[*BROADCAST],211 (0xD3),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 211 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
327,24.6409590,[60D819 7F1AF1],[*BROADCAST],211 (0xD3),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 211 dBm, Rate = Unknown, SSID = BroadCast SSID",
328,24.6640182,[8C4500 7B15A4],[*BROADCAST],211 (0xD3),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 211 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
329,24.7042412,[8C4500 7B15A4],[*BROADCAST],211 (0xD3),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 211 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
330,24.7386076,[24DEC6 11EF61],[*BROADCAST],211 (0xD3),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 211 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
331,24.8410865,[24DEC6 11EF61],[*BROADCAST],211 (0xD3),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 211 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
332,24.8580776,[60D819 7F1AF1],[*BROADCAST],211 (0xD3),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 211 dBm, Rate = Unknown, SSID = BroadCast SSID",
333,24.8998312,[08D40C D2C71A],[*BROADCAST],211 (0xD3),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 211 dBm, Rate = Unknown, SSID = BroadCast SSID",
334,24.9434067,[24DEC6 11EF61],[*BROADCAST],211 (0xD3),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 211 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
335,25.0320210,[08D40C D2C71A],[*BROADCAST],211 (0xD3),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 211 dBm, Rate = Unknown, SSID = BroadCast SSID",
336,25.0457825,[24DEC6 11EF61],[*BROADCAST],211 (0xD3),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 211 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
337,25.1482456,[24DEC6 11EF61],[*BROADCAST],211 (0xD3),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 211 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
338,25.2506210,[24DEC6 11EF61],[*BROADCAST],211 (0xD3),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 211 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
339,25.3529896,[24DEC6 11EF61],[*BROADCAST],211 (0xD3),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 211 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
340,25.4555087,[24DEC6 11EF61],[*BROADCAST],211 (0xD3),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 211 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
341,25.5577960,[24DEC6 11EF61],[*BROADCAST],211 (0xD3),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 211 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
342,25.6602231,[24DEC6 11EF61],[*BROADCAST],211 (0xD3),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 211 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
343,25.7626866,[24DEC6 11EF61],[*BROADCAST],211 (0xD3),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 211 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
344,25.8650783,[24DEC6 11EF61],[*BROADCAST],211 (0xD3),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 211 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
345,25.9675940,[24DEC6 11EF61],[*BROADCAST],211 (0xD3),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 211 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
346,26.0697286,[24DEC6 11EF61],[*BROADCAST],211 (0xD3),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 211 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
347,26.2745692,[24DEC6 11EF61],[*BROADCAST],211 (0xD3),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 211 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
348,26.3770127,[24DEC6 11EF61],[*BROADCAST],211 (0xD3),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 211 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
349,26.6841778,[24DEC6 11EF61],[*BROADCAST],211 (0xD3),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 211 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
350,26.8890026,[24DEC6 11EF61],[*BROADCAST],211 (0xD3),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 211 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
351,26.9909119,[B827EB D93DB1],[*BROADCAST],211 (0xD3),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 211 dBm, Rate = Unknown, SSID = BroadCast SSID, Channel = 6",
352,26.9915551,[24DEC6 11EF61],[*BROADCAST],211 (0xD3),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 211 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
353,27.0936935,[24DEC6 11EF61],[*BROADCAST],211 (0xD3),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 211 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
354,27.2986950,[24DEC6 11EF61],[*BROADCAST],211 (0xD3),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 211 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
355,27.4010905,[24DEC6 11EF61],[*BROADCAST],211 (0xD3),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 211 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
356,27.5034180,[24DEC6 11EF61],[*BROADCAST],211 (0xD3),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 211 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
357,27.6057023,[24DEC6 11EF61],[*BROADCAST],211 (0xD3),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 211 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
358,27.7081555,[24DEC6 11EF61],[*BROADCAST],211 (0xD3),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 211 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
359,27.8120585,[A85C2C 2D3F2F],[*BROADCAST],211 (0xD3),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 211 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
360,27.9129957,[24DEC6 11EF61],[*BROADCAST],211 (0xD3),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 211 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
361,28.0154926,[24DEC6 11EF61],[*BROADCAST],211 (0xD3),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 211 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
362,28.1178252,[24DEC6 11EF61],[*BROADCAST],211 (0xD3),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 211 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
363,28.2134972,10.231.231.191,64.233.171.125,,TLS,TLS:Continued Data: 1 Bytes,"{TLS:8, SSLVersionSelector:7, TCP:2, IPv4:1}"
364,28.2201951,[24DEC6 11EF61],[*BROADCAST],211 (0xD3),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 211 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
365,28.2293939,64.233.171.125,10.231.231.191,211 (0xD3),TCP,"TCP:[Segment Lost]Flags=...A...., SrcPort=5222, DstPort=2991, PayloadLen=0, Seq=1731803244, Ack=67436825, Win=266","{TCP:2, IPv4:1}"
366,28.3226317,[24DEC6 11EF61],[*BROADCAST],211 (0xD3),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 211 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
367,28.4250160,[24DEC6 11EF61],[*BROADCAST],211 (0xD3),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 211 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
368,28.5274073,[24DEC6 11EF61],[*BROADCAST],211 (0xD3),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 211 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
369,28.6297207,[24DEC6 11EF61],[*BROADCAST],211 (0xD3),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 211 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
370,28.7283537,[5CC5D4 67DD92],[*BROADCAST],211 (0xD3),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 211 dBm, Rate = Unknown, SSID = BroadCast SSID",
371,28.7322996,[24DEC6 11EF61],[*BROADCAST],211 (0xD3),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 211 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
372,28.8346960,[24DEC6 11EF61],[*BROADCAST],211 (0xD3),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 211 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
373,28.8889124,10.231.231.191,40.77.229.65,,TLS,TLS:TLS Rec Layer-1 SSL Application Data,"{TLS:19, SSLVersionSelector:18, TCP:17, IPv4:16}"
374,28.9369538,[24DEC6 11EF61],[*BROADCAST],211 (0xD3),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 211 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
375,29.0393882,[24DEC6 11EF61],[*BROADCAST],211 (0xD3),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 211 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
376,29.0412434,40.77.229.65,10.231.231.191,211 (0xD3),TLS,TLS:TLS Rec Layer-1 SSL Application Data,"{TLS:19, SSLVersionSelector:18, TCP:17, IPv4:16}"
377,29.0815426,10.231.231.191,40.77.229.65,,TCP,"TCP:Flags=...A...., SrcPort=3035, DstPort=HTTPS(443), PayloadLen=0, Seq=2304367648, Ack=444069118, Win=65","{TCP:17, IPv4:16}"
378,29.1417316,[24DEC6 11EF61],[*BROADCAST],211 (0xD3),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 211 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
379,29.2416330,[90489A D13AC7],[*BROADCAST],211 (0xD3),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 211 dBm, Rate = Unknown, SSID = tamulink-wpa",
380,29.2441181,[24DEC6 11EF61],[*BROADCAST],211 (0xD3),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 211 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
381,29.3148193,10.231.231.191,128.194.254.1,,DNS,"DNS:QueryId = 0x195C, QUERY (Standard query), Query  for livetileedge.dsx.mp.microsoft.com of type Host Addr on class Internet","{DNS:21, UDP:20, IPv4:32}"
382,29.3181494,128.194.254.1,10.231.231.191,211 (0xD3),DNS,"DNS:QueryId = 0x195C, QUERY (Standard query), Response - Success, 50, 0 ... ","{DNS:21, UDP:20, IPv4:32}"
383,29.3217729,10.231.231.191,e1898.dspg.akamaiedge.net,,TCP,"TCP:Flags=......S., SrcPort=3281, DstPort=HTTPS(443), PayloadLen=0, Seq=2276083840, Ack=0, Win=65535 ( Negotiating scale factor 0x8 ) = 65535","{TCP:23, IPv4:22}"
384,29.3293437,e1898.dspg.akamaiedge.net,10.231.231.191,211 (0xD3),TCP,"TCP:Flags=...A..S., SrcPort=HTTPS(443), DstPort=3281, PayloadLen=0, Seq=2698031679, Ack=2276083841, Win=29200 ( Negotiated scale factor 0x5 ) = 934400","{TCP:23, IPv4:22}"
385,29.3296170,10.231.231.191,e1898.dspg.akamaiedge.net,,TCP,"TCP:Flags=...A...., SrcPort=3281, DstPort=HTTPS(443), PayloadLen=0, Seq=2276083841, Ack=2698031680, Win=1024 (scale factor 0x8) = 262144","{TCP:23, IPv4:22}"
386,29.3327654,10.231.231.191,e1898.dspg.akamaiedge.net,,TLS,TLS:TLS Rec Layer-1 HandShake: Client Hello.,"{TLS:25, SSLVersionSelector:24, TCP:23, IPv4:22}"
387,29.3409246,e1898.dspg.akamaiedge.net,10.231.231.191,211 (0xD3),TCP,"TCP:Flags=...A...., SrcPort=HTTPS(443), DstPort=3281, PayloadLen=0, Seq=2698031680, Ack=2276084063, Win=946 (scale factor 0x5) = 30272","{TCP:23, IPv4:22}"
388,29.3413189,e1898.dspg.akamaiedge.net,10.231.231.191,211 (0xD3),TLS,TLS:TLS Rec Layer-1 HandShake: Server Hello.; TLS Rec Layer-2 HandShake: Certificate.,"{TLS:25, SSLVersionSelector:24, TCP:23, IPv4:22}"
389,29.3415212,10.231.231.191,e1898.dspg.akamaiedge.net,,TCP,"TCP:Flags=...A...., SrcPort=3281, DstPort=HTTPS(443), PayloadLen=0, Seq=2276084063, Ack=2698033066, Win=1024 (scale factor 0x8) = 262144","{TCP:23, IPv4:22}"
390,29.3416777,e1898.dspg.akamaiedge.net,10.231.231.191,211 (0xD3),TCP,"TCP:[Continuation to #388]Flags=...A...., SrcPort=HTTPS(443), DstPort=3281, PayloadLen=1386, Seq=2698033066 - 2698034452, Ack=2276084063, Win=946 (scale factor 0x5) = 30272","{TCP:23, IPv4:22}"
391,29.3417790,10.231.231.191,e1898.dspg.akamaiedge.net,,TCP,"TCP:Flags=...A...., SrcPort=3281, DstPort=HTTPS(443), PayloadLen=0, Seq=2276084063, Ack=2698034452, Win=1024 (scale factor 0x8) = 262144","{TCP:23, IPv4:22}"
392,29.3464986,[24DEC6 11EF61],[*BROADCAST],211 (0xD3),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 211 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
393,29.3468647,e1898.dspg.akamaiedge.net,10.231.231.191,211 (0xD3),TCP,"TCP:[Continuation to #388]Flags=...AP..., SrcPort=HTTPS(443), DstPort=3281, PayloadLen=1324, Seq=2698034452 - 2698035776, Ack=2276084063, Win=946 (scale factor 0x5) = 30272","{TCP:23, IPv4:22}"
394,29.3470007,10.231.231.191,e1898.dspg.akamaiedge.net,,TCP,"TCP:Flags=...A...., SrcPort=3281, DstPort=HTTPS(443), PayloadLen=0, Seq=2276084063, Ack=2698035776, Win=1018 (scale factor 0x8) = 260608","{TCP:23, IPv4:22}"
395,29.3473279,e1898.dspg.akamaiedge.net,10.231.231.191,211 (0xD3),TLS,TLS:Continued Data: 1386 Bytes,"{TLS:25, SSLVersionSelector:24, TCP:23, IPv4:22}"
396,29.3474104,10.231.231.191,e1898.dspg.akamaiedge.net,,TCP,"TCP:Flags=...A...., SrcPort=3281, DstPort=HTTPS(443), PayloadLen=0, Seq=2276084063, Ack=2698037162, Win=1024 (scale factor 0x8) = 262144","{TCP:23, IPv4:22}"
397,29.3527633,e1898.dspg.akamaiedge.net,10.231.231.191,211 (0xD3),TCP,"TCP:[Continuation to #395]Flags=...AP..., SrcPort=HTTPS(443), DstPort=3281, PayloadLen=119, Seq=2698037162 - 2698037281, Ack=2276084063, Win=946 (scale factor 0x5) = 30272","{TCP:23, IPv4:22}"
398,29.3528390,10.231.231.191,e1898.dspg.akamaiedge.net,,TCP,"TCP:Flags=...A...., SrcPort=3281, DstPort=HTTPS(443), PayloadLen=0, Seq=2276084063, Ack=2698037281, Win=1023 (scale factor 0x8) = 261888","{TCP:23, IPv4:22}"
399,29.3625947,[3413E8 2AF468],[*BROADCAST],211 (0xD3),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 211 dBm, Rate = Unknown, SSID = BroadCast SSID",
